address,area,price
东坪安置房-火车站,思明,4800
亿力百家苑-将军祠,思明,10
莲花三村香秀里-莲花三村,思明,1500
岭兜一里-莲前东路,思明,5000
同亨大厦-莲花一村,思明,5300
岭兜佳园-前埔南区,思明,1900
岭兜佳园-前埔南区,思明,1750
家家海景-莲前东路,思明,830
前埔村房屋出租！！交通便利！！-莲前东路,思明,2000
屿后北里323-346号小区-松柏,思明,3980
岭兜佳园-前埔南区,思明,3800
大洋山庄-曾厝垵,思明,4500
岭兜小区-软件园,思明,4600
明丰财富中心-前埔南区,思明,2250
岳阳小区-仙岳路,思明,1300
岳阳小区-仙岳路,思明,950
宝达大厦-嘉禾路,思明,4000
其他-黄厝,思明,1500
其他-环岛路,思明,1300
明丰财富中心-前埔南区,思明,7800
虹霞-中山路,思明,2800
香山碧海晴空-软件园,思明,10000
名汇铜锣湾广场-思明东路,思明,3000
山木清华-莲前西路,思明,3000
长青北里-松柏,思明,1500
云亭花园-莲前,思明,1200
瑞景双座-莲前东路,思明,2300
云亭花园-莲前,思明,1300
云亭花园-莲前,思明,1500
金林花园-金鸡亭,思明,3200
云顶花园-莲前,思明,3000
米兰春天-湖滨北路,思明,3000
槟榔东里-槟榔东里,思明,4000
福津大街-富山,思明,6000
南湖中祥大厦-槟榔西里,思明,11000
南湖中祥大厦-槟榔西里,思明,11000
槟榔东里-槟榔东里,思明,3000
槟榔西里-槟榔西里,思明,4600
槟榔西里-槟榔西里,思明,3950
槟榔西里-槟榔西里,思明,4500
槟榔西里-槟榔西里,思明,3800
南湖明珠-湖滨东路,思明,14000
福津大街7-槟榔西里,思明,6200
槟榔西里-槟榔西里,思明,4300
槟榔西里-槟榔西里,思明,4000
槟榔西里-槟榔西里,思明,4500
槟榔西里延湖-槟榔西里,思明,4000
槟榔西里延湖-槟榔西里,思明,3800
大洲新世纪广场-富山,思明,3200
米兰春天-湖滨北路,思明,5300
槟榔东里-槟榔东里,思明,3800
南湖中祥大厦-槟榔西里,思明,9500
洪文三里-瑞景,思明,900
山木清华-莲前,思明,3200
台亚大厦-莲花一村,思明,6200
台亚大厦-莲花一村,思明,6200
信和上筑-嘉禾路,思明,6800
黄厝-黄厝,思明,999
厦航洪文小区-莲前东路,思明,5000
官邸大厦-双涵路,思明,2700
华孚花园-莲花五村,思明,2500
禹洲花园一期-莲花五村,思明,3300
禹洲花园三期-莲花五村,思明,3800
龙山小区-莲花五村,思明,4000
龙山二期安置房-莲花五村,思明,3300
禹洲花园三期-莲花五村,思明,3500
龙山二期安置房-莲花五村,思明,4500
鸿禧花园-莲花五村,思明,4200
岭兜小区-前埔南区,思明,5500
龙山二期安置房-莲花五村,思明,3800
合展天玺-莲花五村,思明,6800
禹洲花园-莲花五村,思明,4700
浦南花园-莲前,思明,1950
城立方-火车站,思明,4000
前埔北区二里（软件园二期附近）-莲前西路,思明,1600
莲坂地铁口国际文化大厦南楼正规一房一厅出租-湖滨南路,思明,3600
怡祥花园-长青路,思明,2200
森景华庭-火车站,思明,2400
山水庭院-东浦路,思明,1800
外供宿舍楼-禾祥西路,思明,2000
金鸡亭花园小区-金鸡亭,思明,3600
山木清华-莲前,思明,3500
龙虎山路797号-曾厝垵,思明,650
前埔北区一里-莲前,思明,1300
其他-莲前东路,思明,1250
一代风华-松柏,思明,2200
岭兜小区-前埔北区,思明,4000
龙山居-莲前西路,思明,3200
龙山居-莲前西路,思明,2000
龙山居-莲前西路,思明,3200
明发城-软件园,思明,6200
思明区洪莲中路都市新巢小区-瑞景,思明,1400
万仕嘉园-育青路,思明,2800
黄厝-黄厝,思明,950
裕发广场-富山,思明,2900
育青公寓后楼转租-育青路,思明,3400
中信广场-湖滨北路,思明,5200
翡翠城-东浦路,思明,7600
卧龙晓城-莲前西路,思明,53000
毅宏大厦-莲前西路,思明,1500
天宝大厦-嘉禾路,思明,1600
其他-莲前,思明,2500
悦享中心-松柏,思明,1500
寓见闽芝-前埔北区,思明,2200
广电宿舍-禾祥西路,思明,1550
四川大厦-嘉禾路,思明,4900
凤凰山庄-湖滨北路,思明,2180
湖北大厦-松柏,思明,3000
鹭江新城-莲花一村,思明,3500
鹭江新城-莲花一村,思明,2800
同亨大厦-莲花一村,思明,3000
鹭江新城-莲花一村,思明,3000
同亨大厦-莲花一村,思明,2800
莲花大厦-莲花三村,思明,5500
同亨大厦-莲花一村,思明,2700
莲花大厦-莲花三村,思明,3500
莲花大厦-莲花三村,思明,2100
莲富大厦-富山,思明,5700
摩登时代大厦-嘉禾路,思明,2900
山木清华-莲前西路,思明,5000
莲花广场-莲花一村,思明,4800
莲花广场-莲花一村,思明,6000
冶金宿舍-莲花二村,思明,5200
天伦花园-莲花一村,思明,2800
莲花大厦-莲花三村,思明,3600
莲花广场-莲花一村,思明,5500
莲花广场-莲花一村,思明,5800
摩登时代大厦-嘉禾路,思明,3300
摩登时代大厦-嘉禾路,思明,2800
龙山二期安置房-槟榔东里,思明,3000
音乐家生活广场-松柏,思明,5600
音乐家生活广场-松柏,思明,4000
鹭江新城-莲花三村,思明,3300
湖北大厦-松柏,思明,3300
鹭江新城-莲花一村,思明,2900
鹭江新城-莲花一村,思明,3400
四川大厦-松柏,思明,3000
四川大厦-松柏,思明,4500
南湖新村-槟榔西里,思明,4200
金鸡亭花园小区-莲前西路,思明,3400
旧莲岳里-松柏,思明,3500
水晶国际-观音山,思明,2300
紫荆园-金榜路,思明,2750
宝龙一城-软件园,思明,2700
山木清华-莲前,思明,4400
其他-环岛路,思明,1200
石亭小区-白鹭洲路,思明,2300
山木清华-莲前,思明,3500
厦门千禧园-厦禾路,思明,4900
香山碧海晴空-软件园,思明,11500
明发园-前埔北区,思明,1650
明发园-软件园,思明,2400
金鸡亭-莲前西路,思明,3900
山木清华-莲前西路,思明,3500
罗宾森二期-火车站,思明,3500
其他-莲前,思明,面议
文屏山庄-文屏路,思明,2800
鹭江新城四期-莲花一村,思明,2600
鹭江新城四期-莲花一村,思明,7000
鹭江新城四期-莲花一村,思明,2800
鹭江新城四期-莲花一村,思明,3000
鹭江新城-莲花二村,思明,7800
鹭江新城四期-莲花一村,思明,3100
鹭江新城-莲花二村,思明,3500
鹭江新城-莲花二村,思明,3200
鹭江新城四期-莲花一村,思明,3300
莲花大厦-莲花一村,思明,3800
玉荷里-嘉禾路,思明,3700
蓉芳里-莲花三村,思明,4500
莲花大厦-莲花一村,思明,3300
莲花广场-莲花一村,思明,5000
安宝大厦-莲花一村,思明,5500
安宝大厦-莲花二村,思明,5200
莲花广场-莲花一村,思明,4000
同亨大厦-莲花一村,思明,5000
同亨大厦-莲花一村,思明,1599
莲花大厦-莲花二村,思明,5300
岭兜小区-前埔北区,思明,3600
金鸡亭花园小区-金鸡亭,思明,3900
裕盛园-湖滨南路,思明,8000
源隆花园-禾祥西路,思明,3500
万寿路-将军祠,思明,1500
洪山柄北区-莲前西路,思明,4000
湖滨东路-火车站,思明,3200
源昌新天地-火车站,思明,2600
文园公寓-万寿路,思明,1250
岭兜二里-软件园,思明,5200
嘉盛豪园-瑞景,思明,1900
嘉盛豪园-瑞景,思明,1380
嘉盛豪园-瑞景,思明,1500
嘉盛豪园-瑞景,思明,1850
嘉盛豪园-瑞景,思明,1400
嘉盛豪园-瑞景,思明,1600
嘉盛豪园-瑞景,思明,1300
嘉盛豪园-瑞景,思明,1200
嘉盛豪园-瑞景,思明,1700
嘉盛豪园-瑞景,思明,1200
嘉盛豪园-瑞景,思明,1500
嘉盛豪园-瑞景,思明,1750
嘉盛豪园-瑞景,思明,1450
嘉盛豪园-瑞景,思明,1550
嘉盛豪园-瑞景,思明,1500
嘉盛豪园（莲前）-瑞景,思明,1200
嘉盛豪园（莲前）-瑞景,思明,1400
嘉盛豪园（莲前）-瑞景,思明,1500
嘉盛豪园（莲前）-瑞景,思明,2000
嘉盛豪园（莲前）-瑞景,思明,1700
嘉盛豪园（莲前）-瑞景,思明,1800
嘉盛豪园-瑞景,思明,1300
嘉盛豪园-瑞景,思明,1500
嘉盛豪园-瑞景,思明,2200
嘉盛豪园-瑞景,思明,2000
嘉盛豪园-瑞景,思明,1350
嘉盛豪园（莲前）-瑞景,思明,1300
嘉盛豪园（莲前）-瑞景,思明,2000
嘉盛豪园-瑞景,思明,1300
嘉盛豪园-瑞景,思明,1800
嘉盛豪园（莲前）-瑞景,思明,1400
嘉盛豪园-瑞景,思明,1300
嘉盛豪园（莲前）-瑞景,思明,1700
嘉盛豪园-瑞景,思明,1300
善见豪山-观音山,思明,2300
长青路-长青路,思明,1000
京华大厦-厦禾路,思明,5800
富兴大厦-富山,思明,6200
火车站禹州世贸-火车站,思明,3500
瑞景公园-瑞景,思明,3200
湖北大厦-嘉禾路,思明,3080
百源双玺-火车站,思明,6500
浦南花园-莲前,思明,3500
怡富花园-莲前西路,思明,3800
天宝大厦-松柏,思明,1800
源昌君悦山-莲前西路,思明,18000
假日花园-火车站,思明,4500
快乐家园-文灶,思明,7300
裕发广场-火车站,思明,3200
红星瑞景小区-瑞景,思明,7000
森景华庭-火车站,思明,3200
火车站禹州世贸-火车站,思明,16800
裕发广场-火车站,思明,3200
中关委大厦-嘉禾路,思明,3980
香山碧海晴空-软件园,思明,1800
莲坂外图-火车站,思明,3500
中关委大厦-嘉禾路,思明,4300
罗宾森一期-火车站,思明,8800
红星瑞景小区-瑞景,思明,5000
石亭路小区-湖滨北路,思明,2800
时代中心-观音山,思明,3200
大埔头-大学路,思明,4500
金辉园-湖滨南路,思明,3500
时尚国际-火车站,思明,3200
新景数码港-火车站,思明,2100
西里小区-白城,思明,4500
摩登时代大厦-嘉禾路,思明,3300
阳光百合-富山,思明,8000
自然家园-火车站,思明,7500
莲花广场-莲花一村,思明,5600
鲁能领秀城-文灶,思明,1850
山木清华-莲前,思明,5500
莲花二村宝莲花园-莲花二村,思明,4000
其他-莲花三村,思明,1900
明发园-软件园,思明,1500
信和上筑-嘉禾路,思明,4900
东方明珠广场-嘉禾路,思明,1550
宝龙中心-嘉禾路,思明,1000
宝龙中心-嘉禾路,思明,1000
莲花二村-莲花二村,思明,4000
和光里-莲花二村,思明,4000
莲花二村玉亭里-莲花二村,思明,4300
莲花大厦-嘉禾路,思明,3800
时尚国际-东浦路,思明,4800
软2西门公寓楼-观音山,思明,2400
金鸡亭花园小区-金鸡亭,思明,3300
东浦路小区-火车站,思明,3500
禾丰新景-软件园,思明,4500
香山碧海晴空-软件园,思明,3300
明丰财富中心-软件园,思明,1500
岭兜小区-前埔北区,思明,3400
新景花园-软件园,思明,5000
前埔村前村社-软件园,思明,1800
屿后南里423-449号小区-松柏,思明,3800
【软件园二期】岭兜二里，中庭，临近地铁-软件园,思明,4500
明发城-前埔北区,思明,1400
岭兜佳园-软件园,思明,6200
明丰财富中心-软件园,思明,7800
侨福城一期-前埔北区,思明,4000
岭兜小区-前埔北区,思明,3600
岭兜二里-软件园,思明,5200
海艺大厦-软件园,思明,2200
开元路-厦禾路,思明,1200
百家村花园-公园附近,思明,1500
文屏山庄-文屏路,思明,1500
福建大街一节点（火车站附近）-凤屿路,思明,5500
万科金域蓝湾-软件园,思明,9500
香秀里海关宿舍-莲花三村,思明,1850
鹭江新城-莲花一村,思明,3000
其他-前埔南区,思明,2000
官都里-富山,思明,1800
嘉盛豪园精装修朝南1房1厅1卫1阳台可做饭-莲前西路,思明,2300
其他-大学路,思明,3500
禾丰新景-软件园,思明,4500
莲花二村莲花幼儿园旁蓉芳里小区两房一厅主卧出租-莲花二村,思明,1300
禾祥首府小区-禾祥西路,思明,3200
莲坂小区-长青路,思明,3200
华天花园-嘉禾路,思明,4300
百合花园-富山,思明,7600
屿后南里423-449号小区-松柏,思明,3500
锦绣广场-松柏,思明,6500
新家园-湖滨南路,思明,2700
塔埔东里-观音山,思明,2500
槟榔东里-槟榔东里,思明,1500
明发园-莲前东路,思明,1800
明丰财富中心-软件园,思明,4500
大洋山庄-曾厝垵,思明,4500
思明区大同路-鹭江道,思明,900
塔埔社区-观音山,思明,2700
莲岳里-莲岳路,思明,2500
信和上筑-嘉禾路,思明,4500
嘉华大厦-长青路,思明,2500
明丰财富中心-软件园,思明,2500
侨福城3期-瑞景,思明,2000
侨旺大厦-嘉禾路,思明,12500
荣滨大厦-松柏,思明,18000
荣滨大厦-松柏,思明,18000
其他-莲前西路,思明,1450
长青北里-松柏,思明,4200
嘉莲大厦-嘉禾路,思明,1350
莲岳里-湖滨北路,思明,4200
华新路别墅区-中山路,思明,3500
虎溪岩-虎园路,思明,3200
长青路-长青路,思明,1200
金沙花园-莲前西路,思明,2900
黄厝社区-黄厝,思明,6500
卧龙晓城旁-思明西路,思明,2200
云顶花园-莲前西路,思明,2200
其他-公园附近,思明,2300
明发城-软件园,思明,1300
厦门医药宿舍小区-凤屿路,思明,3100
嘉禾花园-火车站,思明,4500
裕发广场-富山,思明,2300
东浦路小区-东浦路,思明,1600
东芳花园-莲前西路,思明,1750
新港龙花园-莲岳路,思明,4600
金磊花园-金鸡亭,思明,4300
软件园二期-会展路,思明,1700
软件园二期-软件园,思明,1898
莲坂西小区-富山,思明,3600
前埔南区-前埔南区,思明,3600
永升花园-松柏,思明,7300
家家海景-前埔南区,思明,2300
明发城-莲前东路,思明,1500
海峡国际社区-会展路,思明,12000
海峡国际社区四期-会展路,思明,9000
海艺大厦-前埔北区,思明,2300
海艺大厦-前埔北区,思明,2400
海艺大厦-前埔北区,思明,2400
海艺大厦-前埔北区,思明,2400
联发滨海名居-白城,思明,11000
海艺大厦-前埔北区,思明,2300
海艺大厦-前埔北区,思明,2400
金龙苑-莲前西路,思明,3600
天宝大厦-松柏,思明,1800
明丰财富中心-软件园,思明,1500
香江大花园-莲花一村,思明,4600
海湾新城-湖滨北路,思明,5500
侨建花园-仙岳路,思明,2500
软件园公寓-软件园,思明,1600
其他-曾厝垵,思明,1500
厦大学生公寓附近，乘坐公交车厦20路或135路，到前田站下车-曾厝垵,思明,800
新景-世纪城19号梯-火车站,思明,1300
官邸大厦-火车站,思明,4200
希望大厦-湖滨南路,思明,4000
冠宏花园-嘉禾路,思明,5200
【软件园二期】岭兜二里，中庭，临近地铁-软件园,思明,4500
一代风华-仙岳路,思明,2000
其他-湖滨北路,思明,1500
香榭园-莲前西路,思明,4800
金鸡亭花园小区-金鸡亭,思明,3200
金鸡亭花园小区-金鸡亭,思明,3200
海峡国际社区-会展路,思明,14000
曾厝垵-黄厝,思明,1200
莲坂西小区-富山,思明,3600
莲花大厦-莲花三村,思明,3500
黄厝村-黄厝,思明,1800
嘉华大厦-长青路,思明,5800
卧龙晓城-莲前西路,思明,3100
玉亭里-莲花二村,思明,3600
莲花大厦-吕厝西,思明,7000
流芳里-莲花三村,思明,5000
锦绣广场-松柏,思明,1150
思明南路博物馆-大生里,思明,1200
江头长青K小区-长青路,思明,4500
龙山庭院-莲花五村,思明,1600
龙山公寓-莲花五村,思明,1699
厦航洪文小区-莲前西路,思明,1800
宝达大厦-嘉禾路,思明,4500
摩登时代大厦-嘉禾路,思明,3800
湖北大厦-松柏,思明,4500
天宝大厦-松柏,思明,1800
鹭江新城一期-莲前,思明,6500
映碧里-莲花一村,思明,3200
嘉华大厦-长青路,思明,5700
新景高峰会-禾祥西路,思明,2100
名汇广场-中山路,思明,2700
思西路-中山路,思明,2800
紫荆园-金榜路,思明,1500
潇湘大厦-嘉禾路,思明,5980
湖北大厦-松柏,思明,3000
摩登时代-仙岳路,思明,3800
湖北大厦-松柏,思明,5300
音乐家生活广场-松柏,思明,2700
湖北大厦-松柏,思明,3300
湖北大厦-松柏,思明,3000
摩登时代-仙岳路,思明,3300
莲花大厦-吕厝西,思明,1800
四川大厦-松柏,思明,3000
莲花广场-莲花一村,思明,6900
东方时代广场-厦禾路,思明,9180
玉荷里-嘉禾路,思明,3900
安宝大厦-莲花一村,思明,7988
天宝大厦-松柏,思明,1900
摩登时代-仙岳路,思明,3200
能群大厦-湖滨南路,思明,3700
禹洲花园一期-莲花五村,思明,3500
阳光花园-松柏,思明,3200
毅宏大厦-松柏,思明,4200
故宫路-大同路,思明,1700
舒心阳光公寓-瑞景,思明,1400
舒心阳光公寓-莲前东路,思明,1950
舒心阳光公寓-观音山,思明,1500
舒心阳光公寓-莲前东路,思明,1600
中山晶品公寓-大同路,思明,1300
海悦和居-观音山,思明,6300
明发园-前埔北区,思明,2600
开元路-大同路,思明,3500
何厝小区-会展路,思明,3200
香山海景苑-前埔南区,思明,1550
明丰财富中心-前埔南区,思明,1900
万泰东方-观音山,思明,4350
山木清华-莲前,思明,3200
岭兜小区-前埔南区,思明,4500
四川大厦-松柏,思明,3300
莲花广场香莲里-莲花一村,思明,6000
音乐家生活广场-松柏,思明,5080
中关委大厦-嘉禾路,思明,3500
摩登时代-仙岳路,思明,3388
香江大花园-莲花一村,思明,4500
莲花广场-莲花一村,思明,4200
莲花广场-莲花一村,思明,5500
莲花广场-莲花一村,思明,6000
莲花广场-莲花一村,思明,4500
摩登时代-仙岳路,思明,3100
都市恬园-海沧生活区,海沧,3500
天成花园-江头,湖里,1750
尚青春国际公寓-火车站,思明,1399
书香佳园小区26号401-枋湖,湖里,1500
大洋雅苑-枋湖,湖里,1300
金山小区-金山小区,湖里,1350
万隆国际广场-五缘湾,湖里,2450
天成花园-SM附近,湖里,1750
彩虹花园两房中的一个单间出租-江头,湖里,1100
湖边花园B区-湖边水库片,湖里,2300
万隆国际广场-五缘湾,湖里,4800
万隆国际广场-五缘湾,湖里,2300
万隆国际广场-五缘湾,湖里,4800
国贸蓝海-五缘湾运动馆,湖里,2150
万隆国际广场-五缘湾,湖里,2450
万隆国际广场-五缘湾,湖里,2500
万隆国际广场-五缘湾,湖里,2100
万隆国际广场-五缘湾,湖里,2300
万隆国际广场-五缘湾,湖里,2500
万隆国际广场-五缘湾,湖里,2300
万隆国际广场-五缘湾,湖里,2500
万隆国际广场-五缘湾,湖里,2100
万隆国际广场-五缘湾,湖里,2800
万隆国际广场-五缘湾,湖里,2300
万隆国际广场-五缘湾,湖里,2500
万隆国际广场-五缘湾,湖里,2100
国贸蓝海-五缘湾,湖里,2100
万隆国际广场-五缘湾,湖里,2300
国贸蓝海-保税区,湖里,2500
万隆国际广场-五缘湾,湖里,2450
国际山庄-金尚路,湖里,18000
国际山庄-金尚路,湖里,18000
吕岭花园-双浦路,湖里,3500
新景园二期-江头北路,湖里,3600
天成花园-SM附近,湖里,1600
兴山花园-SM附近,湖里,1300
天成花园-SM附近,湖里,1750
枋湖花园-枋湖,湖里,1250
枋湖社-枋湖,湖里,999
塘边社-大唐世家,湖里,2600
大唐世家五期-大唐世家,湖里,1680
禹州城上城-金尚路,湖里,1299
枋湖花园-枋湖,湖里,999
枋湖社-枋湖,湖里,1299
香山碧海晴空-湖边水库片,湖里,11500
香山碧海晴空-湖边水库片,湖里,11500
香山碧海晴空-湖边水库片,湖里,1200
香山碧海晴空-湖边水库片,湖里,11500
天成花园-SM附近,湖里,1950
裕兴花园-SM附近,湖里,2400
裕兴花园-SM附近,湖里,2300
裕兴花园-SM附近,湖里,3000
裕兴花园-SM附近,湖里,2388
裕兴花园-SM附近,湖里,2300
裕兴大厦-江头北路,湖里,2600
裕兴大厦-江头北路,湖里,2488
裕兴大厦-江头北路,湖里,2500
裕兴大厦-江头北路,湖里,2588
裕兴大厦-江头北路,湖里,2666
裕兴大厦-江头北路,湖里,2300
裕兴花园-SM附近,湖里,2200
高林居住区一里-万达广场,湖里,3300
高林居住区一里-万达广场,湖里,3200
久邦青年公寓-SM附近,湖里,2300
天成花园-SM附近,湖里,2050
天成花园-江头,湖里,1750
天成花园-SM附近,湖里,1550
天成花园-江头,湖里,1750
天成花园-SM附近,湖里,1950
天成花园-SM附近,湖里,1950
天成花园-SM附近,湖里,1950
天成花园-SM附近,湖里,1650
天成花园-SM附近,湖里,2400
天成花园-SM附近,湖里,2050
湖里高新技术产业园梅花大厦-安兜,湖里,2350
濠头社区-东渡,湖里,1900
濠头社区-濠头,湖里,1900
惠鸿花园-金尚路,湖里,4200
金鸿花园-金尚路,湖里,4500
金山小区-后坑,湖里,3300
宏山新村-金山小区,湖里,3300
金尚小区-蔡塘,湖里,3500
一元花园-金尚路,湖里,2600
马山安置小区-金尚路,湖里,3800
金秋花园-金尚路,湖里,3500
金尚小区-金尚路,湖里,3800
新景华府国际-后埔,湖里,4200
金秋花园-金尚路,湖里,3300
金秋花园-金尚路,湖里,3300
金尚小区-蔡塘,湖里,4200
金尚小区-金尚路,湖里,3500
金尚小区-蔡塘,湖里,3200
东晖广场-枋湖,湖里,1200
特房山水新座-万达广场,湖里,4600
个人免中介费在翔鹭大酒店侧边翔鹭花城三期小区28梯单身公寓出租-殿前,湖里,1050
幸福密码-枋湖,湖里,4600
金山城-金山小区,湖里,4500
金山国际-金山小区,湖里,3500
达嘉馨园-金山小区,湖里,3000
裕兴花园-SM附近,湖里,2800
裕兴花园-SM附近,湖里,2300
裕兴花园-SM附近,湖里,2400
裕兴花园-SM附近,湖里,2200
裕兴花园-SM附近,湖里,2400
裕兴花园-SM附近,湖里,2688
裕兴花园-SM附近,湖里,2400
裕兴花园-SM附近,湖里,2200
裕兴花园-SM附近,湖里,2600
书香佳园小区26号401-枋湖,湖里,1500
大唐世家八期-大唐世家,湖里,1650
天成花园-SM附近,湖里,1499
天成花园-SM附近,湖里,1750
天成花园-SM附近,湖里,2050
天成花园-SM附近,湖里,1650
大唐世家五期-大唐世家,湖里,1650
天成花园-SM附近,湖里,2050
大唐世家五期-大唐世家,湖里,1560
岭下小区-县后,湖里,3000
兴山花园-SM附近,湖里,800
香山碧海晴空-湖边水库片,湖里,1700
国际山庄-金山小区,湖里,6000
达嘉馨园-金山小区,湖里,4600
华永天地-江头,湖里,3300
华永天地-台湾街,湖里,1500
天成花园-SM附近,湖里,1550
天成花园-SM附近,湖里,1750
天成花园-SM附近,湖里,1750
大唐世家五期-大唐世家,湖里,1650
火炬新天地-火炬路,湖里,1799
火炬新天地-火炬路,湖里,1750
金山小区-金山小区,湖里,4600
国贸阳光-祥店,湖里,9500
国际山庄-金山小区,湖里,6000
幸福家园-金山小区,湖里,3500
金山小区-金山小区,湖里,4800
金尚小区-金尚路,湖里,4200
金秋花园-金尚路,湖里,3900
金秋花园-金尚路,湖里,4000
金秋花园-金尚路,湖里,3800
马山安置小区-金尚路,湖里,3800
一元花园-金尚路,湖里,2600
天宇花园-金尚路,湖里,3500
金尚小区-蔡塘,湖里,3300
中福城-金尚路,湖里,3300
宏山新村-金山小区,湖里,3300
金尚小区-蔡塘,湖里,3500
金北花园-后坑,湖里,3800
太微花园-金尚路,湖里,4200
金尚小区-蔡塘,湖里,3600
金秋花园-金尚路,湖里,3500
金鸿花园-金尚路,湖里,3500
惠鸿花园-金尚路,湖里,3800
惠鸿花园-金尚路,湖里,3300
科技村-大唐世家,湖里,2400
力拓新城-高新技术园,湖里,2650
力拓新城-高新技术园,湖里,1700
力拓新城-高新技术园,湖里,2650
力拓新城-高新技术园,湖里,2200
禹州城上城-金尚路,湖里,4000
禹州城上城-金尚路,湖里,5000
禹洲城上城-金湖路,湖里,1200
凯悦新城-枋湖,湖里,3200
裕兴花园-SM附近,湖里,2300
永建顶尚-枋湖,湖里,2100
永建顶尚-枋湖,湖里,2200
裕兴大厦-江头北路,湖里,2900
裕兴花园-SM附近,湖里,3000
湖边御景A区-安兜,湖里,8800
高林居住区-保税区,湖里,3500
天成花园-SM附近,湖里,1499
天成花园-SM附近,湖里,1750
嘉隆公寓-台湾街,湖里,1150
大唐世家五期-大唐世家,湖里,2299
大唐世家火炬园-高新技术园,湖里,2350
大唐世家五期-大唐世家,湖里,1799
大唐世家五期-大唐世家,湖里,1488
金枋世家小区-枋湖,湖里,1199
香山碧海晴空-湖边水库片,湖里,11000
宝龙一城-湖边水库片,湖里,3800
宝龙一城-湖边水库片,湖里,8000
阳光大厦-高新技术园,湖里,1800
阳光大厦-高新技术园,湖里,1900
岭下小区-高新技术园,湖里,1500
阳光大厦-高新技术园,湖里,1750
阳光大厦-高新技术园,湖里,3800
阳光大厦-高新技术园,湖里,4000
阳光大厦-高新技术园,湖里,2300
岭下小区-高新技术园,湖里,3200
岭下小区-高新技术园,湖里,3200
岭下小区-高新技术园,湖里,5000
阳光大厦-高新技术园,湖里,4500
阳光大厦-高新技术园,湖里,2800
宝龙一城-湖边水库片,湖里,5500
宝龙一城-湖边水库片,湖里,5500
力拓大厦-高新技术园,湖里,1500
力拓大厦-高新技术园,湖里,4200
力拓大厦-高新技术园,湖里,4200
力拓大厦-高新技术园,湖里,3300
力拓大厦-高新技术园,湖里,7800
力拓大厦-高新技术园,湖里,2600
力拓大厦-高新技术园,湖里,2700
力拓大厦-高新技术园,湖里,4600
力拓大厦-高新技术园,湖里,4000
力拓大厦-高新技术园,湖里,1750
阳光大厦-高新技术园,湖里,2300
阳光大厦-保税区,湖里,2300
力拓大厦-高新技术园,湖里,1600
阳光大厦-高新技术园,湖里,2200
香山碧海晴空-湖边水库片,湖里,2000
特房山水杰座-湖边水库片,湖里,6000
金山城-金山小区,湖里,4600
高林居住区一里-万达广场,湖里,2400
建发上东美地-湖边水库片,湖里,1800
天成花园-SM附近,湖里,1950
大唐世家五期-大唐世家,湖里,1299
永建顶尚-枋湖,湖里,1499
幸福密码-枋湖,湖里,1399
香山碧海晴空-湖边水库片,湖里,1800
香山碧海晴空-湖边水库片,湖里,3000
香山碧海晴空-湖边水库片,湖里,2200
建发上东美地-湖边水库片,湖里,1500
天成花园-SM附近,湖里,1950
大唐世家五期-大唐世家,湖里,1650
日华大厦-火炬路,湖里,2299
火炬新天地-火炬路,湖里,1688
大唐世家五期-大唐世家,湖里,1650
天成花园-SM附近,湖里,2050
天成花园-SM附近,湖里,2399
大唐世家八期-大唐世家,湖里,1399
大唐世家五期-大唐世家,湖里,1299
天成花园-SM附近,湖里,1950
建发中央天成-祥店,湖里,3600
香山碧海晴空-湖边水库片,湖里,11000
香山碧海晴空-湖边水库片,湖里,2200
高林居住区一里-保税区,湖里,2499
特房山水尚座-湖边水库片,湖里,2600
湖边花园A区-湖边水库片,湖里,2500
香山碧海晴空-湖边水库片,湖里,10000
禾丰新景-双浦路,湖里,5800
湖边花园A区-湖边水库片,湖里,2600
大唐世家一期G栋-兴隆路,湖里,2600
国贸蓝海-五缘湾运动馆,湖里,2500
特房山水尚座-湖边水库片,湖里,2600
湖边花园A区-湖边水库片,湖里,2500
特房山水新座-五缘湾,湖里,2499
高林居住区一里-保税区,湖里,2400
特房山水杰座-湖边水库片,湖里,11500
特房山水尚座-湖边水库片,湖里,8500
特房山水新座-湖边水库片,湖里,2499
特房山水新座-湖边水库片,湖里,2500
特房山水新座-湖边水库片,湖里,2500
五通小区-万达广场,湖里,2100
高林居住区一里-保税区,湖里,2500
国贸天琴湾-五缘湾,湖里,18000
特房山水新座-五缘湾,湖里,2399
万隆国际广场-五缘湾,湖里,2500
高林居住区一里-保税区,湖里,2500
特房山水杰座-湖边水库片,湖里,2499
高林居住区一里-保税区,湖里,2500
万隆国际广场-五缘湾,湖里,2500
禹洲新村-南山路,湖里,1000
特房山水新座-万达广场,湖里,4000
国贸新天地-五缘湾,湖里,9500
尚忠社区-枋湖,湖里,2680
祥店里-祥店,湖里,13000
万隆国际广场-五缘湾,湖里,2100
宝龙一城-吕岭路,湖里,1600
特房山水新座-湖边水库片,湖里,2600
特房山水新座-五缘湾,湖里,5400
特房山水新座-五缘湾,湖里,5600
特房山水新座-五缘湾,湖里,8500
福园公寓-江头北路,湖里,4500
高林居住区-保税区,湖里,3800
建发中央湾区-五缘湾,湖里,10500
湖边御景A区-保税区,湖里,3000
宝龙一城-湖边水库片,湖里,7600
特房山水新座-万达广场,湖里,2000
高林居住区一里-万达广场,湖里,2100
